OBJECTID,NAME,state,coyote_year_agencies,coyote_map,xcoord_centroid,ycoord_centroid,human.pop2010,area_sqkm,human.pop.dens.2010,BIO12_median,BIO15_median,BIO17_median,snow_mean,tree.canopy_mean.2011,mixed.f.2011,devel.21.22.2011,NPPmedian,NPPstdev,MIXED_FORE.1992,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,huntdays.2004,huntdays.2005,huntdays.2006,huntdays.2007,huntdays.2008,huntdays.2009,huntdays.2010,huntdays.2011,huntdays.2012,huntdays.2013,huntdays.2014,huntdays.2015
1829,Albany,New York,1955,1940,-73.97,42.6,303833,1374.52,221.317,1001,13,202,69.48,52.086,10.903,15.877,1080.333374,69.31932866,7.02,1565,2576,2406,2428,1779,2365,2729,2420,2356,2956,3178,2948,2163,2279,2699,2278,2467,2523,2567,2677,2630,2826,2341,2288,2118,1747,1862,1691,2073,1916,2029,2389,2155,2421,,,,,,,,,,,,,,
1830,Allegany,New York,1980,1980,-78.02,42.26,48943,2725.2,17.961,943,22,165,71.02,55.176,8.516,2.979,1033,112.6718236,21.21,12500,12454,7607,7431,9319,12614,13692,12321,9420,10025,12133,12426,10686,7704,8692,11969,11649,13778,15728,18635,18262,20873,14680,10587,7335,8341,10768,9355,9098,9105,8061,8032,7727,7954,,,,,,,,,,,,,,
1831,Bronx,New York,1995,1980,-73.86,40.86,1386657,103.5,13383.203,1133,9,256,17.92,15.299,0.287,21.978,1146.5,142.978685,7.97,3336,3796,3301,3086,2922,3011,3970,4036,3166,3445,3720,4139,4086,2299,2757,2624,3027,3742,3975,4845,5310,5614,4877,3491,2853,2971,3505,3464,2915,3158,3304,NA,NA,NA,,,,,,,,,,,,,,
1832,Broome,New York,1975,1960,-75.82,42.16,200272,1841.81,108.915,990,14,196,69.86,53.65,20.907,8.045,1071.666626,101.7637061,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3157,3621,3350,,,,,,,,,,,,,,
1833,Cattaraugus,New York,1975,1970,-78.68,42.25,80229,3465.41,23.177,1109,16,209,76.18,58.74,2.478,3.716,1090,131.9273331,1.01,12698,11345,6785,7042,9122,11504,12346,10457,9103,10463,11756,11726,10461,6626,7187,11661,11149,11953,14664,17490,16884,19788,15606,10658,7321,8492,9934,9284,9576,9324,8642,8931,8248,7777,,,,,,,,,,,,,,
1834,Cayuga,New York,1970,1970,-76.55,42.92,79978,1909.65,41.906,957,16,176,70.38,29.023,1.766,4.884,879.333374,48.36876852,18.05,1998,3060,2973,2436,2286,2797,3450,3614,3332,3458,3858,4164,4542,3017,2706,3328,3605,3455,3863,4566,4449,4639,4381,4220,4579,4375,5079,5449,6322,7052,7017,7947,7226,6685,,,,,,,,,,,,,,
1835,Chautauqua,New York,1965,1970,-79.37,42.23,134768,2850.27,47.331,1164,15,223,80.6,46.787,1.398,6.346,975.666687,62.03493378,1.77,7104,6254,3183,3917,6080,7344,8552,7629,6969,7690,7583,7634,7159,4675,5386,8929,8362,9195,10546,13711,11772,13034,10628,7430,5641,6810,8765,7664,7881,7949,8270,9208,9162,8918,,,,,,,,,,,,,,
1836,Chemung,New York,1980,1970,-76.76,42.14,88824,1056.32,84.094,866,20,154,53.69,52.813,14.82,8.284,1081,49.87693498,11.82,3647,3928,4361,3940,1788,2548,3586,3735,3401,3640,4171,4414,4253,2843,2749,3091,3076,3695,3813,4508,4414,4394,3726,2238,1846,2395,2967,3222,2526,2434,2629,2893,2479,2319,,,,,,,,,,,,,,
1837,Chenango,New York,1965,1960,-75.61,42.5,50405,2373.09,21.271,1044,14,206,85.21,54.994,14.476,3.446,1018.333313,78.07439515,12.18,5857,6765,6172,6102,5346,5397,6414,6499,5492,5001,5657,6811,6263,3568,3746,4159,4585,5002,5877,6205,5732,4753,4012,2674,2982,4628,5242,6169,5259,5548,5100,5445,5871,5784,,,,,,,,,,,,,,
1838,Clinton,New York,1950,1940,-73.68,44.74,82115,2899.5,28.325,876,21,154,100.3,57.513,7.413,4.541,1083.333252,109.153968,8.1,233,171,223,275,313,423,403,474,529,420,627,802,764,803,1035,875,894,751,1035,1094,735,763,870,690,655,933,1065,1021,905,745,762,844,801,794,,,,,,,,,,,,,,
1839,Columbia,New York,1950,1950,-73.63,42.25,63073,1707.99,36.942,1057,12,221,58.68,54.311,4.188,6.822,1116,79.63344912,6.59,5441,6323,4921,4260,4217,4767,5070,4491,5545,5554,6315,7390,6885,6964,8649,6964,7127,6846,7047,8029,6753,6518,5385,5824,4024,2864,3078,3524,3039,2978,3392,3714,3538,3302,,,,,,,,,,,,,,
1840,Cortland,New York,1965,1970,-76.07,42.6,49294,1317.93,37.434,1037,14,204,86.87,47.442,6.751,4.877,994.333313,88.52702937,6.09,2801,3124,2943,2782,2582,2503,3020,3487,2976,2606,2461,2746,2907,1554,1447,1677,1879,2750,3075,3508,3265,3023,2640,1952,1763,2073,2435,2682,2750,2802,3154,3276,3400,3564,,,,,,,,,,,,,,
1841,Delaware,New York,1950,1950,-74.96,42.2,47832,3773.41,12.715,1105,14,220,71.29,64.305,7.711,3.39,1158.166748,124.6927928,11.95,14159,16521,14112,14773,11530,12235,12658,9131,6903,8311,10496,11447,9489,6918,8832,6311,6745,6535,6291,7748,6564,8933,5700,4437,2828,3323,4995,6184,6464,6715,5244,4830,5755,6601,,,,,,,,,,,,,,
1842,Dutchess,New York,1955,1950,-73.74,41.77,297577,2142.15,138.874,1103,10,235,48.26,55.433,1.382,11.822,1228.333374,97.45054612,19.04,5049,5985,5001,4868,4388,6171,5937,5666,6256,6230,6111,7802,8133,5707,5751,6268,6423,6217,6671,7150,6023,6346,5514,6145,4472,3780,4092,4481,4181,3847,3703,3974,3758,3285,,,,,,,,,,,,,,
1843,Erie,New York,1975,1940,-78.73,42.76,918652,2678.15,343.162,1029,13,212,75.41,37.73,2.765,18.052,880,415.9801053,9.59,1949,2408,1975,2002,2458,2518,3260,4036,4212,4271,4366,4937,4519,3568,4188,5354,5250,5791,6291,7761,7289,7985,6662,6279,6232,5380,6359,6203,6937,7513,7231,7998,7505,7511,,,,,,,,,,,,,,
1844,Essex,New York,1940,1940,-73.77,44.11,39302,4958.35,7.94,1029,17,198,95.59,71.547,16.756,2.458,1199.333374,261.9421269,4.23,772,632,755,792,909,1002,920,1028,1048,894,1182,1238,1094,882,979,998,1279,1201,1283,1321,1040,1365,1150,1478,1437,1438,1613,1578,1203,1107,1351,1467,1609,1267,,,,,,,,,,,,,,
1845,Franklin,New York,1940,1940,-74.31,44.59,51579,4440.43,11.62,1013,18,190,110.95,65.666,4.626,2.136,1182.333374,111.9238336,0.94,667,619,783,790,827,937,765,860,1003,1052,1277,1409,1505,1302,1706,1697,2114,1956,2392,2742,2445,2627,2278,2006,1853,2012,2313,2090,1724,1777,1469,1634,1617,1512,,,,,,,,,,,,,,
1846,Fulton,New York,1955,1950,-74.42,43.11,55526,1368.56,40.576,1155,10,245,90.31,62.633,11.132,4.953,1214.666626,75.17128526,12.98,173,170,209,196,288,414,280,306,408,397,505,514,501,489,546,564,685,739,831,977,867,1170,730,855,856,877,1142,1209,1037,1025,954,1031,1384,1218,,,,,,,,,,,,,,
1847,Genesee,New York,1975,1940,-78.19,43,60082,1259.11,47.715,878,17,165,77.7,28.109,1.402,6.743,801.333313,16.2990365,0,1343,1673,1863,2288,1473,1762,2161,2477,2943,2444,2564,3042,2993,2399,2849,2670,2882,3215,3519,4302,4420,4971,4490,4108,4147,4574,4665,4572,4808,5363,5250,5777,5977,5891,,,,,,,,,,,,,,
1848,Greene,New York,1950,1950,-74.12,42.28,49159,1659.79,29.655,1086,12,224,63.13,68.671,11.444,6.156,1252,47.11172783,0,5084,6395,4892,3299,3315,4618,4427,3112,2861,2940,3697,3514,2756,2365,2943,1833,2129,2172,2147,2292,2349,2575,2416,1949,1539,1521,1923,2144,1893,1880,2126,2092,1975,2104,,,,,,,,,,,,,,
1849,Hamilton,New York,1955,1950,-74.5,43.66,4831,4701.93,1.029,1227,11,260,102.62,76.493,11.603,0.877,1219,21.36926682,0,918,904,1117,1114,1098,1388,1019,1173,1251,1085,1262,1239,1136,781,908,846,879,873,1013,1105,886,1081,798,908,987,1060,1185,1444,629,698,762,1022,1179,1065,,,,,,,,,,,,,,
1850,Herkimer,New York,1955,1950,-74.96,43.42,64502,3767.39,17.126,1227,13,251,105.11,61.296,9.18,2.278,1219.5,141.3252445,0,948,828,858,1064,1339,1679,1908,1931,1754,1916,2289,2419,2396,1836,2040,1982,2130,2142,2324,2659,2635,2840,2318,2257,2780,2661,3004,3145,3112,3061,2743,3349,3357,3521,,,,,,,,,,,,,,
1851,Jefferson,New York,1940,1940,-75.9,44.04,116582,3232.52,35.956,977,14,203,87.84,30.201,1.032,4.99,913.666687,118.8388265,0,257,214,319,369,423,525,605,875,1028,1083,1428,1856,1829,1844,3097,3287,4296,4635,6113,7810,7314,7726,7548,6851,5934,6218,6734,7308,6966,7261,6313,7506,8058,7599,,,,,,,,,,,,,,
1852,Kings,New York,NA,1940,-73.95,40.65,2508340,154.76,16183.996,1131,10,255,14.48,3.59,0.026,8.697,1161.666626,682.0567715,0,687,660,774,807,936,1173,1145,1206,1514,1306,1817,2061,2470,1562,2444,2718,2778,2991,3826,4192,3612,3299,2575,2122,2429,2615,3629,3813,3304,3363,3511,NA,NA,NA,,,,,,,,,,,,,,
1853,Lewis,New York,1940,1970,-75.45,43.78,27072,3332.69,8.128,1207,13,255,116.29,57.924,3.548,0.929,1214,116.004672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4170,4278,3562,,,,,,,,,,,,,,
1854,Livingston,New York,1975,1960,-77.77,42.73,65333,1638.63,39.907,822,22,141,65.34,30.804,5.268,6.185,858,94.33046565,0,3408,3554,4005,5061,2559,2709,4247,4225,3718,4279,4939,5667,5341,4481,5067,5710,6201,6965,7989,9024,8612,9180,7664,6093,4864,5172,5780,5859,5915,5976,6468,7117,7099,8186,,,,,,,,,,,,,,
1855,Madison,New York,1965,1940,-75.67,42.92,73439,1700.53,43.188,1083,13,217,90.63,39.686,2.122,4.233,940.666687,93.23117644,0,3546,4304,3790,3879,3781,4111,5066,4809,3519,3920,4028,4110,4730,2578,2750,2802,3189,3159,3966,4031,3481,3120,2840,2270,2167,2798,3291,3968,4330,4685,4951,5052,5616,5603,,,,,,,,,,,,,,
1856,Monroe,New York,1975,1950,-77.69,43.15,744389,1726.8,431.054,803,16,152,65.25,30.068,3.427,25.119,854.166626,68.1009627,0,1134,1477,1692,2049,1199,1791,2256,2143,2185,2552,2569,2958,3255,2910,2813,3359,3533,3565,3921,4634,4707,5397,5090,4451,4336,4118,4965,4616,4414,4824,4963,5099,5287,5081,,,,,,,,,,,,,,
1857,Montgomery,New York,1950,2000,-74.44,42.9,50250,1058.75,47.432,1041,12,213,84.18,31.968,7.397,7.491,922.666626,44.63475866,11.71,257,578,896,1104,816,801,823,634,604,864,992,837,760,642,805,835,922,960,979,1101,1093,1011,849,729,836,929,949,1013,1331,1273,1255,1391,1378,1626,,,,,,,,,,,,,,
1858,Nassau,New York,NA,1940,-73.59,40.75,1341245,707.07,1894.475,1108,9,256,22.39,22.936,3.027,39.774,1135,677.2926006,12.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
1859,New York,New York,1995,1940,-73.95,40.8,1586698,58.99,26885.72,1146,9,256,9.71,8.012,0.236,15.442,987.333374,275.5900437,8.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
1860,Niagara,New York,1975,1970,-78.74,43.2,216546,1323.3,163.583,858,13,179,60.96,25.229,0.42,11.99,844,56.82081195,0.9,453,724,933,724,481,726,930,997,843,1214,1185,1237,1196,1024,1585,1389,1249,1464,1350,1718,2046,2242,2113,1882,2101,1897,2525,2311,2435,2969,2923,3108,2929,2660,,,,,,,,,,,,,,
1861,Oneida,New York,1950,1970,-75.44,43.24,234845,3186.57,73.709,1153,11,243,98.53,45.194,3.192,4.858,1063.666748,140.3037225,10.6,863,841,1059,1038,1733,2205,3011,2479,2306,2560,2794,3094,3267,2441,2990,2886,3208,3365,3842,4395,4579,5016,4200,3078,3135,3647,3948,4432,3576,4445,4436,5302,5607,5477,,,,,,,,,,,,,,
1862,Onondaga,New York,1965,1960,-76.19,43.01,467204,2095.78,222.841,1032,12,209,75.8,34.229,1.905,15.174,928,59.09001064,0.5,1581,2412,2167,2078,2312,2278,3111,3175,2785,3166,3261,3508,4006,2607,2792,2925,3224,3274,3563,4137,4120,4055,3706,3448,2960,3365,4050,4279,5053,5734,5168,5610,5819,5326,,,,,,,,,,,,,,
1863,Ontario,New York,1965,1940,-77.3,42.86,108116,1709.69,63.129,839,20,148,65.51,27.313,5.302,7.999,831.333313,132.2605436,10.57,3223,3716,4437,4818,2558,2769,4107,4513,4606,4326,4380,4696,4989,4390,4895,5877,6886,6951,7145,8266,7909,9704,8322,6875,6053,5426,6302,5811,6182,6077,6851,7270,7946,7823,,,,,,,,,,,,,,
1864,Orange,New York,1965,1950,-74.31,41.4,373355,2229.12,167.247,1127,11,239,45.26,52.631,9.528,13.289,1128.5,144.5103587,7.48,1916,2085,2309,3005,3904,4945,5187,4382,4771,4700,5150,6593,6557,4922,5238,5719,6086,6809,7152,8230,6905,8073,7417,7215,5822,5975,6653,7371,8793,8434,7972,8297,7942,8202,,,,,,,,,,,,,,
1865,Orleans,New York,1975,1960,-78.23,43.25,42854,1012.31,42.362,820,15,160,68.92,28.346,0.95,6.256,875,50.32450238,8.81,698,849,1026,1282,878,1001,1192,1269,1596,1407,1443,1719,1787,1435,1559,1864,1890,1787,1917,2599,2992,3111,2754,2231,2525,2419,2972,2872,2974,3592,3490,3605,3949,3619,,,,,,,,,,,,,,
1866,Oswego,New York,1965,1970,-76.14,43.43,122114,2639.17,46.268,1093,12,237,88.81,51.388,2.387,3.993,1152.333374,107.5231786,8.32,442,411,535,572,792,934,1224,1265,1509,1862,2413,2997,2896,1758,2244,2565,2887,2777,3224,3784,3348,4522,3331,2382,2371,3125,3367,4347,3865,4238,4281,4790,5219,4837,,,,,,,,,,,,,,
1867,Otsego,New York,1950,1940,-75.03,42.63,62232,2629.1,23.681,1061,15,207,89.87,51.886,10.709,4.788,1019.666687,83.53116153,11.49,7555,9473,8444,7427,6134,6691,7478,6224,4723,5749,6863,7489,6141,5105,5870,5492,6215,6172,6019,7193,6680,7411,5821,4802,4420,4454,4682,5288,5374,5938,5341,6185,6368,7146,,,,,,,,,,,,,,
1868,Putnam,New York,1965,2000,-73.75,41.43,99713,644.76,154.647,1186,8,264,37.62,67.542,0.706,15.685,1331.833374,12.92170041,2.2,617,505,381,446,556,786,1223,1318,1307,1305,1326,1499,1499,1347,1582,1362,1489,1201,1262,1377,1153,1365,1507,1396,1238,1004,1078,1263,1275,1075,1012,1079,917,815,,,,,,,,,,,,,,
1869,Queens,New York,NA,1970,-73.82,40.71,2233841,272.59,8183.433,1100,10,249,16.46,6.428,0.063,14.382,1161.666626,135.120324,10.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
1870,Rensselaer,New York,1950,1940,-73.51,42.71,159428,1731.32,92.085,1010,14,201,66.52,57.315,10.522,8.189,1204,84.54856299,0.01,874,889,1289,1225,1480,1993,2118,2511,2901,3484,4130,3687,2995,3039,3268,2505,2817,3090,3421,3838,3695,3968,2753,2678,2200,1765,1763,1951,2228,2166,2566,2841,2971,3034,,,,,,,,,,,,,,
1871,Richmond,New York,NA,1940,-74.15,40.58,469363,124.72,3758.258,1180,10,263,16.89,22.67,0.144,26.311,1221.5,1137.220873,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
1872,Rockland,New York,1975,1940,-74.03,41.15,312183,519.61,599.85,1218,9,266,32.62,49.166,0.198,35.925,1298,57.48251784,8.98,103,65,26,32,48,107,50,58,50,86,73,132,132,97,159,206,175,222,214,186,196,259,268,176,287,289,283,261,319,267,262,347,305,358,,,,,,,,,,,,,,
1873,St. Lawrence,New York,1940,1950,-75.07,44.49,111894,7102.89,15.76,956,17,184,98.74,54.732,2.301,2.298,1146.666626,127.7194129,7.01,1852,1727,2056,2225,2720,3369,3278,3910,3983,4057,4978,5400,5664,4877,7853,7855,8721,8884,11268,12752,11352,11623,9070,7476,5951,6442,7051,7146,6850,6233,5542,5456,5349,4908,,,,,,,,,,,,,,
1874,Saratoga,New York,1950,1970,-73.87,43.1,219960,2203.51,99.662,1037,11,219,80.11,59.589,8.385,10.711,1187.166748,96.88525256,15.31,436,397,465,649,1139,1246,1089,1014,1029,1240,2126,2081,1344,1331,1504,1401,1655,2028,2268,2310,2455,2779,1968,1897,1763,2073,2140,2246,1995,2150,2501,3399,2619,2554,,,,,,,,,,,,,,
1875,Schenectady,New York,1950,1970,-74.06,42.82,154889,525.16,294.626,1012,12,211,77.07,51.612,13.947,19.145,1021.166626,60.84946254,9.92,135,266,378,447,393,464,479,403,361,501,620,542,356,364,470,433,464,486,566,586,519,497,397,312,395,359,438,508,447,468,584,662,599,670,,,,,,,,,,,,,,
1876,Schoharie,New York,1950,1970,-74.44,42.59,32722,1643.9,19.922,1050,14,211,83.08,56.661,16.248,4.861,1056.333374,140.793494,13.01,3443,5150,4881,3923,2963,3539,4150,3468,2815,3634,4047,3719,3274,2852,3161,2488,2901,3053,3205,3578,3455,3667,3091,2406,2452,2428,2750,2660,2638,2725,2522,2713,2757,3220,,,,,,,,,,,,,,
1877,Schuyler,New York,1975,1950,-76.87,42.4,18330,893.81,20.522,871,21,152,58.34,45.293,12.203,3.937,969.666687,102.1993627,7.59,2256,2539,2781,3013,1683,1869,2892,2788,2638,2897,3391,3845,3549,2184,1948,2622,2781,2925,3310,3828,4100,4202,3218,2571,2254,2184,2258,2308,2896,3227,3199,3006,3093,2972,,,,,,,,,,,,,,
1878,Seneca,New York,1970,1970,-76.82,42.78,35199,967.52,36.434,856,21,145,50.98,16.585,1.722,6.481,874.666687,37.12087665,15.1,1268,1431,1544,2162,1033,1282,1882,2134,2091,1967,2052,1957,2099,1498,1385,1614,1720,1923,2094,2233,2292,2703,2124,1683,1952,2129,1831,1636,1929,2383,2321,2593,2462,2147,,,,,,,,,,,,,,
1879,Steuben,New York,1975,1970,-77.38,42.27,98930,3641.53,27.184,853,22,148,64,46.87,10.584,4.461,947.333313,98.87367841,13.34,12865,12855,16421,16115,6855,8075,12982,13483,14260,14144,14692,16313,16001,11827,13772,13985,16556,18073,18672,20946,20615,23002,17768,11571,8577,10229,12796,13572,11917,11485,11030,11524,10650,10539,,,,,,,,,,,,,,
1880,Suffolk,New York,NA,1950,-72.84,40.87,1494434,2498.48,597.703,1151,9,265,23.06,32.414,1.961,38.365,1245,367.9251647,6.04,224,293,246,283,326,367,395,465,386,460,695,951,1187,1314,1415,1626,1407,1624,1865,2278,2044,2148,2456,2014,2076,2357,2159,2528,2777,2991,2986,2655,2873,3491,,,,,,,,,,,,,,
1881,Sullivan,New York,1955,1940,-74.77,41.72,77500,2578.56,30.074,1164,12,244,64.27,66.982,18.256,4.888,1269.166748,83.42438957,7.77,8508,9274,6296,7176,7581,10069,9696,8140,7878,7108,6556,7370,6412,4885,5815,5795,5839,6472,6487,7269,6664,6750,5546,3832,3083,3250,4252,4439,4059,3994,4333,4121,4352,4091,,,,,,,,,,,,,,
1882,Tioga,New York,1975,1940,-76.31,42.17,51049,1337.19,38.233,931,17,174,64.87,50.125,20.265,5.185,993,67.57212473,11.07,3476,4171,4324,3766,3126,3469,3568,3740,3468,3800,4478,4981,5055,3005,2967,3656,3772,4350,4969,6446,6660,6992,6408,4734,4486,4271,4603,4378,3714,3868,3750,3840,3678,2955,,,,,,,,,,,,,,
1883,Tompkins,New York,1975,1970,-76.48,42.45,101620,1295.84,78.377,936,19,169,63.34,42.915,14.466,5.961,1041.333374,90.33386409,7.11,3324,4105,4505,4672,3510,3912,4284,4301,3885,3854,4969,5351,4962,3070,2734,3545,3816,3747,4380,4801,5117,5804,5402,4514,4707,4198,4608,4397,4274,4463,4533,3999,3669,3629,,,,,,,,,,,,,,
1884,Ulster,New York,1955,1970,-74.26,41.89,182435,3009.71,60.635,1172,10,252,50.6,67.892,14.837,6.183,1260.333374,71.77786986,15,3787,4132,3504,3836,4372,6491,6654,4952,4544,3976,4319,5892,5521,4324,5323,4752,4887,5083,5365,5685,5152,5587,5452,5380,2978,3188,3877,3701,4040,3521,4217,4503,4315,4262,,,,,,,,,,,,,,
1885,Warren,New York,1950,1980,-73.85,43.56,65697,2334.22,28.149,1080,13,224,86.3,72.728,15.147,4.777,1223.333374,39.87949172,24.46,403,310,347,347,458,592,415,423,511,564,788,795,775,679,621,694,824,919,879,910,800,938,627,822,812,1038,881,922,609,661,682,831,860,640,,,,,,,,,,,,,,
1886,Washington,New York,1940,1970,-73.43,43.32,63288,2280.44,27.721,994,16,195,77.26,49.991,4.76,5.151,1047.666626,99.91232556,6.54,948,1226,1329,1716,2447,3175,2812,2132,1892,2398,3637,3219,2294,2246,2407,2270,2529,3582,4235,4678,5645,5772,2925,2561,2598,3285,3404,3450,3854,3783,3937,4270,3931,3661,,,,,,,,,,,,,,
1887,Wayne,New York,1975,2000,-77.02,43.16,93753,1571.63,59.665,895,17,165,68.24,32.652,5.19,6.787,885.666687,80.83031189,22.43,1345,1589,1736,1757,942,1550,2451,2607,2593,2761,2815,2936,2936,2467,2212,2757,3072,3056,3577,3947,4039,4682,3924,3630,3901,4148,5101,4488,5176,5781,5849,6114,7299,6383,,,,,,,,,,,,,,
1888,Westchester,New York,1970,1990,-73.76,41.17,950541,1235.41,768.258,1209,8,273,28.67,52.402,0.496,33.407,1341.666626,99.60228151,33.47,466,523,426,397,566,683,754,877,915,1133,1079,2070,1522,1543,1558,1713,1508,1449,1594,1560,1571,1658,1633,1687,1694,1724,1904,1740,1769,1910,1648,1410,1238,1079,,,,,,,,,,,,,,
1889,Wyoming,New York,1975,1990,-78.22,42.71,42129,1528.01,27.588,987,18,183,93.17,35.303,5.094,4.565,839.333313,42.67436853,12.88,2431,3112,1893,2375,2598,2809,3333,4208,3983,4254,3867,4650,3989,2894,3015,3970,4406,4809,5616,7066,6796,7627,5791,5240,4431,4772,5750,5179,6667,7254,8156,8626,8230,8346,,,,,,,,,,,,,,
1890,Yates,New York,1970,1990,-77.1,42.64,25338,985.16,25.73,836,21,145,57.11,26.775,8.018,5.117,867.333313,93.35566,10.85,3299,3667,3795,4650,2402,2210,3261,3453,3754,3401,3525,4171,4807,3562,3171,4010,4597,4377,4754,5146,5428,6208,5328,4923,4178,3562,4376,4343,4521,4889,5613,5456,5561,5328,,,,,,,,,,,,,,
1891,Alamance,North Carolina,1998,1980,-79.4,36.04,151528,1113.37,135.742,1139,11,252,4.87,53.223,2.123,15.195,1121.333374,127.0154292,17.13,126,199,227,252,330,355,430,469,565,763,821,1136,1192,1296,1337,1258,1495,1607,1586,1444,1693,1367,1617,1635,1872,2011,2404,2531,2452,2785,2578,2403,2631,2337,,,,,,,,,,1248,1113,778,964,1064
1892,Alexander,North Carolina,1998,1990,-81.17,35.92,37239,669.75,55.54,1241,10,275,4.9,55.718,3.86,8.532,1201.5,84.1148532,12.82,41,54,94,84,125,150,188,243,268,306,409,574,616,824,789,710,786,836,827,907,810,770,918,896,962,1011,875,931,1006,816,944,764,979,791,,,,,,,,,,533,619,579,553,274
1893,Alleghany,North Carolina,2003,1990,-81.12,36.49,11163,615.16,18.133,1235,11,258,14.93,59.566,0.921,6.987,1447,79.84149156,3.58,405,527,537,763,815,766,784,743,1011,1048,1075,1527,1621,1842,1689,1688,1699,1586,1647,1647,1618,1849,2412,2201,2383,2566,2704,3144,2802,2373,2465,2016,2273,1880,,,,,,,,,,845,892,439,627,620
1894,Anson,North Carolina,1994,1990,-80.1,34.98,26908,1406.89,19.154,1180,17,249,3.26,68.075,3.95,5.224,1402.333252,111.0699456,6.51,336,433,673,716,952,1148,1376,1859,1870,2160,2403,2857,3596,3206,2903,2688,2537,2857,3046,2942,3352,2657,3184,3448,3316,3499,3743,3339,3700,3197,3360,3335,3843,3583,,,,,,,,,,1593,1774,1132,1625,1708
1895,Ashe,North Carolina,1998,1990,-81.5,36.43,27291,1146.05,23.804,1340,10,288,17.34,72.542,1.178,5.352,1493.333252,53.09435211,7.48,311,375,553,477,558,513,653,787,900,1019,1086,1607,1382,1957,1595,1641,1812,1382,1905,1863,1912,2191,2138,1991,2167,2204,2261,2595,2493,2512,2683,2564,2794,2636,,,,,,,,,,861,935,793,835,820
1896,Avery,North Carolina,2000,1990,-81.92,36.07,17755,646.37,27.534,1433,10,314,15.25,82.325,1.613,8.014,1500.666626,29.95839704,3.89,52,61,66,78,67,67,64,84,99,82,133,144,151,124,132,133,160,199,296,265,265,350,363,355,406,596,509,579,704,659,664,549,716,638,,,,,,,,,,269,356,179,203,221
1897,Beaufort,North Carolina,1983,1990,-76.87,35.5,47820,2045.43,23.349,1296,23,248,4.04,49.698,1.424,5.105,1479,209.8402556,19.66,1504,1188,1777,1680,1671,1927,2274,2396,2119,2911,2537,2821,3122,2852,2296,2358,2085,3001,2410,2692,2820,2012,2202,2430,2374,2711,3109,3388,3150,3344,3124,2831,3133,2681,,,,,,,,,,1032,1246,1078,1148,957
1898,Bertie,North Carolina,1990,1990,-76.98,36.06,21250,1800.67,11.819,1218,19,237,4.87,63.149,1.947,4.5,1436.5,158.8470499,15.9,1082,1048,1519,2012,1925,2486,2617,3354,3037,3300,3098,3813,4137,4012,4012,3314,3730,4034,3919,4458,4757,3325,3372,4131,4322,4337,4938,5777,4636,4977,4348,4243,4482,3798,,,,,,,,,,1420,1114,1224,1184,1060
1899,Bladen,North Carolina,1990,1990,-78.56,34.61,35229,2292.98,15.347,1237,26,225,2.84,61.69,1.923,3.093,1458,194.395546,6.16,2150,1732,2006,2055,2141,2407,3073,3542,4485,4842,4629,4035,4492,3656,3538,3099,3230,3149,2739,3032,3086,2789,2937,2981,2934,3040,3283,3088,2676,2658,3082,2819,3314,2787,,,,,,,,,,1492,1810,1680,1424,1537
1900,Brunswick,North Carolina,1990,1990,-78.25,34.08,107992,2169,49.53,1354,30,245,2.44,62.611,0.465,8.336,1863,237.1347762,3.6,1124,1241,1578,1633,1498,1455,2014,1981,2353,3030,2619,2495,3002,2674,2611,2682,2138,2124,1761,1923,1953,1870,2135,1993,1780,1797,2026,2034,1613,1751,1871,1636,1780,1737,,,,,,,,,,1245,1199,1151,741,932
